pageid	title	busyu	sokaku	edu_kanji	joyo_kanji	onyomi	kunyomi	jiscode	kuten
8815	口	*{{部首|口|0}}	*{{総画|3}}	[[Category:教育漢字 第1学年|こう]]	[[Category:常用漢字|こう]]	* 音読み :,** [[呉音]] : [[ク]],** [[漢音]] : [[コウ]]	* 訓読み : [[くち]]、[[ふり]]	**[[JIS]]***16進：387D	**[[区点]]：24区93点
8950	幣	*{{部首|巾|12}}	*{{総画|15}}		[[Category:常用漢字|へい]]	*[[音読み]],**[[呉音]]: ベイ,**[[漢音]]: ヘイ	*[[訓読み]]: ぬさ	** [[JIS]]*** 16進：4A3E	** [[区点]]：1面42区30点
8968	訓	* {{部首|言|3}}	* {{総画|10}}	[[Category:教育漢字 第4学年|くん]]	[[Category:常用漢字|くん]]	* 音読み :,** [[呉音]] 、[[漢音]] : [[クン]],** [[唐音|唐宋音]] : [[キン]]	* 訓読み :,** 常用漢字表内,**: 常用漢字表内の訓読みはありません。,** 常用漢字表外,**: [[おしえる|おし-える]], [[おしえ|おし-え]], [[よむ|よ-む]]<!--ひろ　由来不明のためコメントアウト-->	** [[JIS]]*** 16進：3731	** [[区点]]：1面23区17点
9082	雨	*{{部首|雨|0}}	*{{総画|8}}	[[Category:教育漢字_第1学年|う]]	[[Category:常用漢字|う]]	* 音読み,** [[呉音]] : [[ウ]],** [[漢音]] : [[ウ]]	* 訓読み,** 常用漢字表内,**: [[あめ]]、[[あま]],** 常用漢字表外,**: [[さめ]]	** [[JIS]]*** 16進：312B	** [[区点]]：1面17区11点
9340	溝	*{{部首|水|10}}	*{{総画|13}}		[[Category:常用漢字|こう]]	* 音読み,** [[呉音]] : [[Wiktionary:漢字索引 音訓 く|ク]],** [[漢音]] : [[Wiktionary:漢字索引 音訓 こ#コウ|コウ]]	* 訓読み : [[みぞ]]	**[[JIS]]***16進：3942	**[[区点]]：25区34点
9341	穣	* {{部首|禾|13}}	* {{総画|18}}			* 音読み,** [[呉音]] : [[ニョウ]],** [[漢音]] : [[ジョウ]]	* 訓読み,*: [[わら]]、[[ゆたか]]、[[みのる]]、[[しげ]]	** [[JIS]]*** 16進：3E77	** [[区点]]：1面30区87点
9342	秭	*{{部首|禾|4}}	*{{総画|9}}			* 音読み,** [[呉音]] [[漢音]] : [[Wiktionary:漢字索引 音訓 し#シ|シ]]		**[[JIS]]***16進：????	**[[区点]]：??区??点
9344	垓	*{{部首|土|6}}	*{{総画|9}}			* 音読み,** [[呉音]] [[漢音]] : [[Wiktionary:漢字索引 音訓 か#カイ|カイ]],** [[慣用音]] : [[Wiktionary:漢字索引 音訓 か#ガイ|ガイ]]	* 訓読み : [[はて]]	**[[JIS]]***16進：5436	**[[区点]]：52区22点
9347	京	*{{部首|亠|6}}	*{{総画|8}}	[[Category:教育漢字_第2学年|きよう きよう]]	[[Category:常用漢字|きよう きよう]]	* 音読み,** [[呉音]] : [[キョウ]]([[キャゥ]]),** [[漢音]] : [[ケイ]]([[ケィ]]),** [[唐音]] : [[キン]]	* 訓読み : [[みやこ]]	**[[JIS]]***16進：357E	**[[区点]]：21区94点
9348	兆	*{{部首|儿|4}}	*{{総画|6}}	[[Category:教育漢字 第4学年|ちよう]]	[[Category:常用漢字|ちよう]]	* 音読み,** [[呉音]] : [[ジョウ]],** [[漢音]] : [[チョウ]]	* 訓読み : [[きざす|きさ-す]]、[[きざし|きざ-し]]	**[[JIS]]***16進：437B	**[[区点]]：35区91点
9349	億	* {{部首|人|13}}	* {{総画|15}}	[[Category:教育漢字 第4学年|おく]]	[[Category:常用漢字|おく]]	* 音読み,** [[呉音]] : [[オク]],** [[漢音]] : [[ヨク]](表外)	* 訓読み,** 常用漢字表内,**: 常用漢字表内の訓読みはありません。,** 常用漢字表外,**: [[お]]	** [[JIS]]*** 16進：322F	** [[区点]]：1面18区15点
9352	万	*{{部首|一|2}}	*{{総画|3}}	[[Category:教育漢字_第2学年|まん]]	[[Category:常用漢字|まん]]	* 音読み,** [[呉音]] : [[マン]]<ref name="morohashi104man">『大漢和辞典 巻一』（諸橋轍次著、大修館書店）104ページ「万」項</ref><ref name="shinchou28man">『新潮日本語漢字辞典』（新潮社編、新潮社）28ページ「万」項</ref>、[[モン]]<ref name="todo20on">『学研 新漢和大字典』（藤堂明保・加納喜光編、学習研究社）20ページ「万」項「音」欄。'''藤堂らは「万」の呉音を「モン」とし、「マン」は慣用音であるとする。'''</ref>,** [[漢音]] : [[バン]]<ref name="morohashi104man" /><ref name="shinchou28man" /><ref name="todo20on" />	* 訓読み : [[よろず]]	** [[JIS]]*** 16進：4B7C	** [[区点]]：1面43区92点
9365	赤	* {{部首|赤|0}}	* {{総画|7}}	[[Category:教育漢字_第1学年|せき]]	[[Category:常用漢字|せき]]	* 音読み,** [[呉音]] : [[シャク]],** [[漢音]] : [[セキ]]	* 訓読み : [[あか]]、[[あかい|あか-い]]	** [[JIS]]*** 16進：4056	** [[区点]]：1面32区54点
9369	えび茶								
9400	上	*{{部首|一|2}}	*{{総画|3}}	[[Category:教育漢字_第1学年|しよう じょう]]土	[[Category:常用漢字|しよう じょう]]	* 音読み :,** [[呉音]] : [[ジョウ]]　例．[[上京]]（'''ジョウ'''キョウ）,** [[漢音]] : [[ショウ]]　例．[[上人]]（'''ショウ'''ニン）,** [[宋音]] : [[シャン]]　例．[[上海]]（'''シャン'''ハイ）	* 訓読み :,** [[うえ]],** [[うわ]],** [[かみ]],** [[あがる|あ-がる]]、[[あげる|あ-げる]],** [[のぼる|のぼ-る]]、[[のぼせる|のぼ-せる]],** [[たかい|たか-い]]、[[たかまる|たか-まる]]、[[たかめる|たか-める]]（常用漢字表外）,** [[ほとり]]（常用漢字表外）	** [[JIS]]*** 16進：3E65	** [[区点]]：1面30区69点
9816	硫	* {{部首|石|7}}	* {{総画|12}}			* 音読み :（「流」に同じ）,** [[漢音]] : [[リュウ]],** [[呉音]] : [[ル]]		** [[JIS]]*** 16進：4E32	** [[区点]]：1面46区18点
9823	酸	* {{部首|酉|7}}	* {{総画|14}}	[[Category:教育漢字 第5学年|さん]]	[[Category:常用漢字|さん]]	* 音読み,** [[呉音]] : [[サン]],** [[漢音]] : [[サン]]	* 訓読み,** 常用漢字表内,**: [[すい|す-い]]	** [[JIS]]*** 16進：3B40	** [[区点]]：1面27区32点
9829	素	*{{部首|糸|4}}	*{{総画|10}}	[[Category:教育漢字 第5学年|そ]]	[[Category:常用漢字|そ]]	* 音読み :,** [[呉音]] : [[ス]],** [[漢音]] : [[ソ]],** 常用漢字表内,**: 常用漢字表内の訓読みはありません。,** 常用漢字表外,**: [[もと]]、[[しろ]]		** [[JIS]]*** 16進：4147	** [[区点]]：1面33区39点
9982	男	* {{部首|田|2}}	* {{総画|7}}	[[Category:教育漢字_第1学年|たん]]	[[Category:常用漢字|たん だん]]	* 音読み :,** [[呉音]] : [[ナン]],** [[漢音]] : [[ダン]]	* 訓読み,** 常用漢字表内,**: [[おとこ]],** 常用漢字表外,**: [[お]]、[[み]]	** [[JIS]]*** 16進：434B	** [[区点]]：1面35区43点
9983	女	*{{部首|女|0}}	*{{総画|3}}	[[Category:教育漢字_第1学年|しよ じょ]]	[[Category:常用漢字|しよ じょ]]	* 音読み :,** [[呉音]] : [[ニョ]],** [[漢音]] : [[ジョ]]([[ヂョ]]),** [[慣用音]] : [[ニョウ]]	* 訓読み : [[おんな]]、[[め]]、[[をとめ]]（＞[[おとめ]]）、（歴史用語）[[むすめ]]、（訓読）[[なんじ]]	** [[JIS]]*** 16進：3D77	** [[区点]]：1面29区87点
9989	子	*{{部首|子|0}}	*{{総画|3}}	[[Category:教育漢字_第1学年|し]]	[[Category:常用漢字|し]]	* 音読み :,** [[呉音]] : [[シ]],** [[漢音]] : [[シ]],** [[唐音]] : [[ス]]	* 訓読み : [[こ]]、[[ね]]	** [[JIS]]*** 16進：3B52	** [[区点]]：1面27区50点
10006	人	*{{部首|人|0}}	*{{総画|2}}	[[Category:教育漢字_第1学年|しん じん]]	[[Category:常用漢字|しん じん]]	* 音読み :,** [[呉音]] : [[ニン]],** [[漢音]] : [[ジン]]	* 訓読み : [[ひと]]	* '''JIS''':** 16進: 3F4D	** 区点: 31区45点
10007	氷	*{{部首|水|1}}	*{{総画|5}}	[[Category:教育漢字 第3学年|ひよう ひょう]]	[[Category:常用漢字|ひよう ひょう]]	* 音読み :,** [[漢音]] : [[ヒョウ]],** [[呉音]] : [[ヒョウ]]	* 訓読み : [[こおり]]、[[ひ]]	**[[JIS]]***16進：4939	**[[区点]]：41区25点
10035	よう								
10037	明朝体								
10054	仏	*{{部首|人|2}}	*{{総画|4}}	[[Category:教育漢字_第5学年]]	[[Category:常用漢字]]	*音読み,**[[呉音]]: [[ブツ]],**[[漢音]]: [[フツ]]	*訓読み: [[ほとけ]]	**[[JIS]]***16進: 4A29	**[[区点]]: 42区9点
10129	出歯亀								
10150	右	*{{部首|口|2}}	*{{総画|5}}	[[Category:教育漢字_第1学年|う]]	[[Category:常用漢字|う]]	* 音読み :,** [[呉音]] : [[ウ]],** [[漢音]] : [[ユウ]]	* 訓読み : [[みぎ]]、[[たすける|たす-ける]]	**[[JIS]]***16進：3126	**[[区点]]：17区06点
10155	左	*{{部首|工|2}}	*{{総画|5}}	[[Category:教育漢字_第1学年|さ]]	[[Category:常用漢字|さ]]	* 音読み :,** [[呉音]]・[[漢音]] : [[サ]]	* 訓読み : [[ひだり]]	** [[JIS]]*** 16進：3A38	** [[区点]]：1面26区24点
10158	天	*{{部首|大|1}}	*{{総画|4}}	[[Category:教育漢字 第1学年|てん]]	[[Category:常用漢字|てん]]	* 音読み,** [[呉音]] [[漢音]] : [[テン]]	* 訓読み : [[あま]]、[[あめ]]	**[[JIS]]***16進：4537	**[[区点]]：37区23点
10159	地	* {{部首|土|3}}	* {{総画|6}}	[[Category:教育漢字 第2学年|ち]]	[[Category:常用漢字|ち]]	* 音読み :,** [[呉音]] : [[ジ]]（[[ヂ]]）,** [[漢音]] : [[チ]]	* 訓読み : [[つち]]	** [[JIS]]*** 16進：434F	** [[区点]]：1面35区47点
10173	孫	* {{部首|子|7}}	* {{総画|10}}	[[Category:教育漢字 第4学年|そん]]	[[Category:常用漢字|そん]]	* 音読み :,** [[呉音]]・[[漢音]] : [[ソン]]	* 訓読み : [[まご]]	** [[JIS]]*** 16進：4239	** [[区点]]：1面34区25点
10197	妹	*{{部首|女|5}}	*{{総画|8}}	[[Category:教育漢字_第2学年|まい]]	[[Category:常用漢字|まい]]	* 音読み :,** [[呉音]] [[漢音]]: [[マイ]]	* 訓読み : [[いもうと]]、[[いも]]	**[[JIS]]***16進：4B65	**[[区点]]：43区72点
10198	姉	*{{部首|女|5}}	*{{総画|8}}	[[Category:教育漢字 第2学年|し]]	[[Category:常用漢字|し]]	* 音読み:,** [[呉音]] [[漢音]] : [[シ]]	* 訓読み : [[あね]],** [[熟字訓]] : [[ねえさん|姉（ねえ）さん]]	** [[JIS]]*** 16進：3B50	** [[区点]]：1面27区48点
10202	東	*{{部首|木|4}}	*{{総画|8}}	[[Category:教育漢字 第2学年|とう]]	[[Category:常用漢字|とう]]	* 音読み,** [[呉音]] : [[ツウ]]（ツゥ）,** [[漢音]] : [[トウ]]（トゥ）	* 訓読み : [[ひがし]]、[[あずま]]、[[あづま]]（[[w:歴史的仮名遣い|歴史的仮名遣い]]）	**[[JIS]]***16進：456C	**[[区点]]：37区76点
10210	爪	*{{部首|爪|0}}	*{{総画|4}}		[[カテゴリ:常用漢字 2010年追加|つめ]]	* 音読み :,** [[呉音]] : [[ショウ]]([[セウ]])(表外),** [[漢音]] : [[ソウ]]([[サウ]])(表外)	* 訓読み,** 常用漢字表内,**: [[つめ]]、[[つま]]（派生。「[[爪先|'''爪'''先]]」、「[[つまびく|'''爪'''弾く]]」など）	** [[JIS]]*** 16進：445E	** [[区点]]：1面36区62点
10211	蛇	* {{部首|虫|5}}	* {{総画|11}}		[[Category:常用漢字|しや じゃ]]	* 音読み,** [[呉音]] : [[ジャ]]、[[タ]](表外)、[[イ]](表外),** [[漢音]] : [[シャ]](表外)、[[タ]](表外)、[[イ]](表外),** [[慣用音]] : [[ダ]]	* 訓読み,** 常用漢字表内,**: [[へび]],** 常用漢字表外,**: [[み]]、[[あぶ]]、[[くちなわ]]	** [[JIS]]*** 16進：3C58	** [[区点]]：1面28区56点
10212	槍	*{{部首|木|10}}	*{{総画|14}}			* 音読み :,** [[呉音]]: [[ソウ]]([[サウ]]),** [[漢音]]: [[ショウ]]([[シャウ]])	* 訓読み : [[やり]]	**[[JIS]]***16進：4164	**[[区点]]：33区68点
10213	豚	* {{部首|豕|4}}	* {{総画|11}}		[[Category:常用漢字|とん]]	* 音読み,** [[呉音]] : [[ドン]](表外),** [[漢音]] : [[トン]]	* 訓読み,** 常用漢字表内,**: [[ぶた]]	** [[JIS]]*** 16進：465A	** [[区点]]：1面38区58点
10219	弟	*{{部首|弓|4}}	*{{総画|7}}	[[Category:教育漢字_第2学年|てい]]	[[Category:常用漢字|てい]]	* 音読み :,** [[呉音]] : [[ダイ]],** [[漢音]] : [[テイ]],** [[慣用音]] :  [[デ]]	* 訓読み : [[おとうと]]	** [[JIS]]*** 16進：446F	** [[区点]]：1面36区79点
10220	兄	*{{部首|儿|3}}	*{{総画|5}}	[[Category:教育漢字_第2学年|きよう きょう]]	[[Category:常用漢字|きよう きょう]]	* 音読み :,** [[呉音]] : [[キョウ]]（[[キャウ]]）（古代音：クヰャウ）,** [[漢音]] : [[ケイ]]	* 訓読み,** 常用漢字表内,**: [[あに]]、[[にいさん|にい-さん]],** 常用漢字表外,**: [[せ]]、[[よし]]、[[え]]	**[[JIS]]***16進：373B	**[[区点]]：23区27点
10257	酒	*{{部首|酉|3}}	*{{総画|10}}	[[Category:教育漢字_第3学年|しゆ しゅ]]	[[Category:常用漢字|しゆ しゅ]]	* 音読み :,** [[呉音]] : [[シュ]],** [[漢音]] : [[シュウ]]（シウ）	* 訓読み : [[さけ]], [[さか]]	**[[JIS]]***16進：3C72	**[[区点]]：28区82点
10275	北	*{{部首|匕|3}}	*{{総画|5}}	[[Category:教育漢字_第2学年|ほく]]	[[Category:常用漢字|ほく]]	* 音読み :,** [[呉音]], [[漢音]] : [[ホク]]	* 訓読み : [[きた]]	**[[JIS]]***16進：4B4C	**[[区点]]：43区44点
10276	南	*{{部首|十|7}}	*{{総画|9}}	[[Category:教育漢字_第2学年|なん]]	[[Category:常用漢字|なん]]	* 音読み :,** [[呉音]] : [[ナン]]、[[ナ]]（南無）,** [[漢音]] : [[ダン]]	* 訓読み : [[みなみ]]	**[[JIS]]***16進：466E	**[[区点]]：38区78点
10280	山	*{{部首|山|0}}	*{{総画|3}}	[[Category:教育漢字 第1学年|さん]]	[[Category:常用漢字|さん]]	* 音読み :,** [[呉音]] : [[セン]]、[[ゼン]],** [[漢音]] : [[サン]]、[[ザン]]	* 訓読み : [[やま]]	**[[JIS]]***16進：3B33	**[[区点]]：27区19点
10281	川	*{{部首|巛|0}}	*{{総画|3}}	[[Category:教育漢字_第1学年|せん]]	[[Category:常用漢字|せん]]	* 音読み :,** [[呉音]] [[漢音]] : [[セン]]	* 訓読み : [[かわ]]	** [[JIS]]*** 16進：406E	** [[区点]]：1面32区78点
10512	入	*{{部首|入|0}}	*{{総画|2}}	[[Category:教育漢字_第1学年|にゆう にゅう]]	[[Category:常用漢字|にゆう にゅう]]	* 音読み :,** [[呉音]] : [[ニュウ]]（ニフ:[[入声]]であり無声子音の前では、「ニッ」となる）,** [[漢音]] : [[ジュウ]]（ジフ）,** [[慣用音]] : [[ジュ]]	* 訓読み : [[いる|い-る]]、[[はいる|はい-る]]	** [[JIS]]*** 16進：467E	** [[区点]]：1面38区94点
10515	出	*{{部首|凵|3}}	*{{総画|5}}	[[Category:教育漢字_第1学年|しゆつ]]	[[Category:常用漢字|しゆつ]]	* 音読み :,** [[呉音]] : [[スイ]],** [[漢音]] : [[シュツ]]（最後の「ツ」はしばしば[[促音]]化する）	* 訓読み,** 常用漢字表内,** : [[でる|で-る]]、[[で]]、[[だす|だ-す]],** 常用漢字表外,** : [[いずる|いず-る]]（[[いづ|い-づ]]）、[[いだす|い-（だ）す]]	** [[JIS]]*** 16進：3D50	** [[区点]]：1面29区48点
10517	凵	*{{部首|凵|0}}	*{{総画|2}}			* 音読み :,** [[呉音]] : [[コン]],** [[漢音]] : [[ケン]],** [[慣用音]] : [[カン]]	* 訓読み	** [[JIS]]*** 16進：5161	** [[区点]]：1面49区65点
10519	龘	*{{部首|龍|32}}	*{{総画|48}}			* 音読み :,** [[漢音]] : [[トウ]]（タフ）			
10528	猫	* {{部首|犬|8}}	* {{総画|11}} <!-- en版での総画数=12 -->		[[Category:常用漢字|ひよう びょう]]	* 音読み :,** [[呉音]] : [[ミョウ]],** [[漢音]] : [[ビョウ]]、[[ボウ]]	* 訓読み : [[ねこ]]	** [[JIS]]*** 16進：472D	** [[区点]]：1面39区13点
10541	風	*{{部首|風|0}}	*{{総画|9}}	[[Category:教育漢字_第2学年|ふう]]	[[Category:常用漢字|ふう]]	* 音読み,** [[呉音]] : [[フウ]]、[[フ]],** [[漢音]] : [[ホウ]]（常用外）	* 訓読み,** 常用漢字表内,**: [[かぜ]]、[[かざ]],** 常用漢字表外,**: [[え]]、[[い]]	** [[JIS]]*** 16進：4977	** [[区点]]：1面41区87点
10550	虫	*{{部首|虫|0}}	*{{総画|6}}	[[Category:教育漢字 第1学年|ちゆう ちゅう]]	[[Category:常用漢字|ちゆう ちゅう]]	* 音読み,** [[呉音]] : [[ケ]](表外)、[[ジュウ]](表外),** [[漢音]] : [[キ]](表外)、[[チュウ]]	* 訓読み,** 常用漢字表内,**: [[むし]]	** [[JIS]]*** 16進：436E	** [[区点]]：1面35区78点
10758	庭	* {{部首|广|7}}	* {{総画|10}}	[[Category:教育漢字 第3学年|てい]]	[[Category:常用漢字|てい]]	* 音読み :,** [[漢音]] : [[テイ]],** [[呉音]] : [[ジョウ]]	* 訓読み : [[にわ]],**（熟字訓又は姓氏）[[ば]]	** [[JIS]]*** 16進：446D	** [[区点]]：1面36区77点
10759	特	* {{部首|牛|6}}	* {{総画|10}}	[[Category:教育漢字 第4学年|とく]]	[[Category:常用漢字|とく]]	* 音読み :,** [[漢音]] : [[トク]],** [[呉音]] : [[ドク]]	* 訓読み : [[おうし]]、[[ひとり]]、[[こと]]、[[ことなる|こと-なる]]、[[ことに|こと-に]]	** [[JIS]]*** 16進：4643	** [[区点]]：1面38区35点
10761	窓	* {{部首|穴|6}}	* {{総画|11}}	[[Category:教育漢字 第6学年|そう]]	[[Category:常用漢字|そう]]	* 音読み :,** [[呉音]] [[漢音]] : [[ソウ]]	* 訓読み : [[まど]]	** [[JIS]]*** 16進：416B	** [[区点]]：1面33区75点
10923	小	*{{部首|小|0}}	*{{総画|3}}	[[Category:教育漢字 第1学年|しよう しょう]]	[[Category:常用漢字|しよう しょう]]	* 音読み,** [[呉音]] [[漢音]] : [[ショウ]]	* 訓読み : [[こ]]、[[お]]（[[を]]）、[[ちいさい|ちい-さい]]	** [[JIS]]*** 16進：3E2E	** [[区点]]：1面30区14点
11022	ふ								
11032	点	* {{部首|火|5}}	* {{総画|9}}	[[Category:教育漢字_第2学年|てん]]	[[Category:常用漢字|てん]]	* 音読み :,** [[呉音]] [[漢音]] : [[テン]]		** [[JIS]]*** 16進：4540	** [[区点]]：1面37区32点
11034	権	*{{部首|木|11}}	*{{総画|15}}	[[Category:教育漢字 第6学年|けん]]	[[Category:常用漢字|けん]]	* 音読み :,** [[呉音]] : [[ゴン]],** [[漢音]] : [[ケン]]		**[[JIS]]***16進：3822	**[[区点]]：24区06点
11035	權	* {{部首|木|18}}	* {{総画|22}}			* 音読み :,** [[呉音]] : [[ゴン]],** [[漢音]] : [[ケン]]		** [[JIS]]*** 16進：5C5E	** [[区点]]：1面60区62点
11039	木	*{{部首|木|0}}	*{{総画|4}}	[[Category:教育漢字 第1学年|もく]]	[[Category:常用漢字|もく]]	* 音読み :,** [[呉音]] : [[モク]],** [[漢音]] : [[ボク]]	* 訓読み : [[き]]、[[こ]]	** [[JIS]]*** 16進：4C5A	** [[区点]]：1面44区58点
11041	り								
11117	ほ								
11121	ぬ								
11122	ま								
11179	完	* {{部首|宀|4}}	* {{総画|7}}	[[Category:教育漢字 第4学年|かん]]	[[Category:常用漢字|かん]]	* 音読み :,** [[呉音]] : [[ガン]],** [[漢音]] : [[カン]]	* 訓読み,** 常用漢字表内 : 常用漢字表内の訓読みはありません。,** 常用漢字表外 : [[まったい|まった-い]]、[[まっとう|まっと-う]]	** [[JIS]]*** 16進：3430	** [[区点]]：1面20区16点
11233	三	*{{部首|一|2}}	*{{総画|3}}	[[Category:教育漢字_第1学年|さん]]	[[Category:常用漢字|さん]]	* 音読み :,** [[呉音]] [[漢音]] : [[サン]]	* 訓読み : [[み]]、[[みつ]],**（姓氏等）[[ぞう]]、[[さい]]	** [[JIS]]*** 16進：3B30	** [[区点]]：1面27区16点
11276	語	*{{部首|言|7}}	*{{総画|14}}	[[Category:教育漢字 第2学年]]	[[Category:常用漢字]]	* 音読み :,** [[呉音]]: [[ゴ]],** [[漢音]]: [[ギョ]]	* 訓読み : [[かたる|かた-る]]、[[かたらう|かた-らう]]	**[[JIS]]***16進：386C	**[[区点]]：24区76点
11277	本	*{{部首|木|1}}	*{{総画|5}}	[[Category:教育漢字 第1学年|ほん]]	[[Category:常用漢字|ほん]]	* 音読み :,** [[漢音]] [[呉音]] : [[ホン]]	* 訓読み : [[もと]]	** [[JIS]]*** 16進：4B5C	** [[区点]]：1面43区60点
11279	週	*{{部首|辵|8}}	* {{総画|11}} <!-- en版での総画数=12 -->	[[Category:教育漢字 第2学年|しゆう しゅう]]	[[Category:常用漢字|しゆう しゅう]]	* 音読み :,** [[呉音]]: [[シュ]]、[[ス]]（表外）,** [[漢音]]: [[シュウ]]（[[シウ]]）		** [[JIS]]*** 16進：3D35	** [[区点]]：1面29区21点
11282	国	*{{部首|囗|5}}	*{{総画|8}}	[[Category:教育漢字 第2学年|こく]]	[[Category:常用漢字|こく]]	* 音読み :,** [[呉音]] [[漢音]] : [[コク]]	* 訓読み : [[くに]]	**[[JIS]]***16進：3971	**[[区点]]：25区81点
11283	数	*{{部首|攴|9}}	*{{総画|13}}	[[Category:教育漢字 第2学年|すう]]	[[Category:常用漢字|すう]]	* 音読み :,** [[呉音]] : [[シュ]]、[[ソク]],** [[漢音]] : [[ス]]、[[サク]],** [[慣用音]] : [[スウ]]	* 訓読み : [[かず]]、[[かぞえる|かぞ-える]]、けじめ	**[[JIS]]***16進：3F74	**[[区点]]：31区84点
11284	色	*{{部首|色|0}}	*{{総画|6}}	[[Category:教育漢字 第2学年]]	[[Category:常用漢字]]	* 音読み :,** [[呉音]] : [[シキ]],** [[漢音]] : [[ショク]]	* 訓読み : [[いろ]]	** [[JIS]]*** 16進：3F27	** [[区点]]：1面31区7点
11293	四	*{{部首|囗|2}}	*{{総画|5}}	[[Category:教育漢字 第1学年|し]]	[[Category:常用漢字|し]]	* 音読み :,** [[漢音]] [[呉音]] : [[シ]]	* 訓読み : [[よ]]、[[よん]]、[[よつ]]、[[よっつ]]	** [[JIS]]***16進：3B4D	** [[区点]]：27区45点
11298	星	*{{部首|日|5}}	*{{総画|9}}	[[Category:教育漢字 第2学年|せい]]	[[Category:常用漢字|せい]]	* 音読み :,** [[呉音]]: [[ショウ]]（シヤウ）,** [[漢音]]: [[セイ]]	* 訓読み: [[ほし]]	**[[JIS]]***16進：4031	**[[区点]]：32区17点
